"","pid","dm","dm_var_est","adjusted","var_est"
"1",1,0.937819339522224,0.00512322556486979,1.34440130447818,0.0601376746497689
"2",1,0.90133501384881,0.00498252986600012,0.845201946253933,0.059465236458294
"3",1,0.96329563151241,0.00535291652655814,1.12273925291728,0.0634994120735747
"4",1,0.98336587105911,0.00573005908380765,0.473224287557497,0.0674049243232197
"5",1,0.905275536996956,0.00493386756191453,0.652958023755932,0.0587658626073454
"6",1,0.987964952379775,0.00518234851851689,1.01730460857259,0.061676067075376
"7",1,0.88286437913581,0.00528355093856382,0.866871805350708,0.0625718343827179
"8",1,0.943236929566253,0.0051756220497019,1.02580572341757,0.0616970104827265
"9",1,1.12176384981021,0.00545316570910366,1.36371283130669,0.0646539088154122
"10",1,1.00141228827268,0.00513752226333659,1.08572520897401,0.0610555156748605
"11",1,1.08746386090574,0.0053815551691026,1.25900064498948,0.0637145971430559
"12",1,1.00467972977031,0.00516502773207674,0.815806590333032,0.0613424768982552
"13",1,0.972044562878407,0.00517006557606644,1.23475597773757,0.0609305680975733
"14",1,1.09151305987586,0.00559832812285959,1.40693789464023,0.0663540283369761
"15",1,1.24913124750736,0.00500984505372818,1.01138382295112,0.0598804562260135
"16",1,1.12668970035627,0.00496872322804523,1.03314098358023,0.0590984043187109
"17",1,0.991178179989348,0.00569037969215948,1.2486190813167,0.0675215064028296
"18",1,0.968802362631397,0.00571077964824016,1.07219118604589,0.0670380209266351
"19",1,0.995120159646989,0.00513964611653858,0.880086552210635,0.0609743648175585
"20",1,0.864139997739056,0.00504984671178602,0.942501088131569,0.0597091791202621
"21",1,0.982317757942249,0.00514466002300676,0.863945434553429,0.0612471197322746
"22",1,1.05972826442671,0.00524848126430966,1.30106926084688,0.0624689340757063
"23",1,0.922326151011965,0.00546655711374506,1.30545107739903,0.0650376859843677
"24",1,0.95068970181633,0.00560188710929253,1.23206822097574,0.0658603299221824
"25",1,0.985742136016761,0.00589764490028371,1.19882901365328,0.0703229103253266
"26",1,0.955083910775079,0.00507903742360366,0.816109485378269,0.0601980320244967
"27",1,0.994117498502838,0.00491510424403869,1.01993530649331,0.0583925306496658
"28",1,1.17439665541935,0.00527116073730539,1.05942577418845,0.0628433881172793
"29",1,0.928446255881311,0.00492521601296698,1.1619681475919,0.0585243117857777
"30",1,1.04438881993102,0.0054950524446356,0.932839791914981,0.0650779599831346
"31",1,0.934835734836814,0.00551195300060838,1.08804817020784,0.06536661356639
"32",1,1.07677193971551,0.00553116327075611,0.913686251609504,0.0653544071138953
"33",1,0.973149374371662,0.00536415585283344,0.580074740220948,0.0635197693199218
"34",1,1.08078403735003,0.00510516301569047,1.00469289318956,0.0608970476454371
"35",1,0.956336057218185,0.00532164459976778,1.06553287563596,0.0634598117970291
"36",1,0.834801919476337,0.00552880357302253,0.812106014924106,0.0660580636461002
"37",1,1.02710424190542,0.0052585324654451,1.04104361919949,0.062642010314931
"38",1,1.00563068993769,0.00556760928630939,1.13583988000302,0.0661055060343605
"39",1,1.01822658819586,0.00515004664719979,0.810948252290153,0.061350341690012
"40",1,1.06736831109348,0.0052105924346401,1.02417867322841,0.0622450753522743
"41",1,0.953507086924279,0.00495789010722328,0.655735960569848,0.0589641559682379
"42",1,1.0479983987635,0.00552364774466746,1.18215435476803,0.0654651260161046
